2400
0/1 27061449075/134217728 1200/1 27061449075/134217728
12675879825/16777216 0/1 12675879825/16777216 1200/1
0/1 51649509375/134217728 1200/1 51649509375/134217728
0/1 218230725/16777216 1200/1 218230725/16777216
0/1 30451829325/33554432 1200/1 30451829325/33554432
0/1 54572705625/134217728 1200/1 54572705625/134217728
67409479725/67108864 0/1 67409479725/67108864 1200/1
30778173375/134217728 0/1 30778173375/134217728 1200/1
0/1 8591267775/16777216 1200/1 8591267775/16777216
2607182775/134217728 0/1 2607182775/134217728 1200/1
30321674475/33554432 0/1 30321674475/33554432 1200/1
0/1 35508077175/67108864 1200/1 35508077175/67108864
9505760775/67108864 0/1 9505760775/67108864 1200/1
0/1 56457667725/134217728 1200/1 56457667725/134217728
85702778175/134217728 0/1 85702778175/134217728 1200/1
59840832975/134217728 0/1 59840832975/134217728 1200/1
0/1 62700600075/134217728 1200/1 62700600075/134217728
0/1 86444196225/134217728 1200/1 86444196225/134217728
0/1 53675292525/134217728 1200/1 53675292525/134217728
16452444075/67108864 0/1 16452444075/67108864 1200/1
0/1 7116805725/16777216 1200/1 7116805725/16777216
1802927775/134217728 0/1 1802927775/134217728 1200/1
143993648175/134217728 0/1 143993648175/134217728 1200/1
0/1 38941752675/33554432 1200/1 38941752675/33554432
107346942975/134217728 0/1 107346942975/134217728 1200/1
0/1 147986139225/134217728 1200/1 147986139225/134217728
0/1 28489846425/134217728 1200/1 28489846425/134217728
67313514525/67108864 0/1 67313514525/67108864 1200/1
64571099025/67108864 0/1 64571099025/67108864 1200/1
54871652325/67108864 0/1 54871652325/67108864 1200/1
21341550825/67108864 0/1 21341550825/67108864 1200/1
48781521675/67108864 0/1 48781521675/67108864 1200/1
6347328375/33554432 0/1 6347328375/33554432 1200/1
0/1 24796010625/33554432 1200/1 24796010625/33554432
36178590525/33554432 0/1 36178590525/33554432 1200/1
0/1 32814420075/67108864 1200/1 32814420075/67108864
0/1 14576390175/67108864 1200/1 14576390175/67108864
0/1 17153986725/134217728 1200/1 17153986725/134217728
0/1 90665071875/134217728 1200/1 90665071875/134217728
116113258125/134217728 0/1 116113258125/134217728 1200/1
85731724875/134217728 0/1 85731724875/134217728 1200/1
0/1 89244312075/134217728 1200/1 89244312075/134217728
0/1 73922506425/134217728 1200/1 73922506425/134217728
1554765075/33554432 0/1 1554765075/33554432 1200/1
0/1 15570485625/33554432 1200/1 15570485625/33554432
60418707975/67108864 0/1 60418707975/67108864 1200/1
35775239775/134217728 0/1 35775239775/134217728 1200/1
3542073075/8388608 0/1 3542073075/8388608 1200/1
0/1 32460753675/33554432 1200/1 32460753675/33554432
42369604725/134217728 0/1 42369604725/134217728 1200/1
21170837325/67108864 0/1 21170837325/67108864 1200/1
0/1 70132411275/134217728 1200/1 70132411275/134217728
0/1 71689335375/67108864 1200/1 71689335375/67108864
9832855125/8388608 0/1 9832855125/8388608 1200/1
0/1 66440849475/67108864 1200/1 66440849475/67108864
0/1 34338412125/33554432 1200/1 34338412125/33554432
0/1 6287783925/33554432 1200/1 6287783925/33554432
118570408725/134217728 0/1 118570408725/134217728 1200/1
0/1 107593857075/134217728 1200/1 107593857075/134217728
0/1 4113999825/8388608 1200/1 4113999825/8388608
65004890925/134217728 0/1 65004890925/134217728 1200/1
47810698725/134217728 0/1 47810698725/134217728 1200/1
0/1 48221170725/134217728 1200/1 48221170725/134217728
0/1 69339844875/67108864 1200/1 69339844875/67108864
0/1 969957825/4194304 1200/1 969957825/4194304
106545332325/134217728 0/1 106545332325/134217728 1200/1
48796776075/134217728 0/1 48796776075/134217728 1200/1
9758016675/8388608 0/1 9758016675/8388608 1200/1
0/1 66134575875/67108864 1200/1 66134575875/67108864
0/1 147376265475/134217728 1200/1 147376265475/134217728
26991450525/67108864 0/1 26991450525/67108864 1200/1
71388096525/134217728 0/1 71388096525/134217728 1200/1
15319732725/67108864 0/1 15319732725/67108864 1200/1
0/1 9941000325/16777216 1200/1 9941000325/16777216
57739882575/67108864 0/1 57739882575/67108864 1200/1
142983358275/134217728 0/1 142983358275/134217728 1200/1
6611494125/67108864 0/1 6611494125/67108864 1200/1
0/1 5854987425/134217728 1200/1 5854987425/134217728
0/1 114692118975/134217728 1200/1 114692118975/134217728
0/1 158490641175/134217728 1200/1 158490641175/134217728
87602771025/134217728 0/1 87602771025/134217728 1200/1
61148172525/134217728 0/1 61148172525/134217728 1200/1
96586505325/134217728 0/1 96586505325/134217728 1200/1
0/1 101629591275/134217728 1200/1 101629591275/134217728
80699680725/134217728 0/1 80699680725/134217728 1200/1
0/1 82449109725/134217728 1200/1 82449109725/134217728
0/1 50312511075/134217728 1200/1 50312511075/134217728
0/1 1442143575/33554432 1200/1 1442143575/33554432
0/1 130421155575/134217728 1200/1 130421155575/134217728
87495939225/134217728 0/1 87495939225/134217728 1200/1
0/1 53538093375/134217728 1200/1 53538093375/134217728
0/1 55151394975/67108864 1200/1 55151394975/67108864
2256130725/16777216 0/1 2256130725/16777216 1200/1
0/1 42800112075/67108864 1200/1 42800112075/67108864
0/1 6860294775/8388608 1200/1 6860294775/8388608
0/1 145571039475/134217728 1200/1 145571039475/134217728
72994096725/134217728 0/1 72994096725/134217728 1200/1
31332154725/67108864 0/1 31332154725/67108864 1200/1
0/1 16171511325/67108864 1200/1 16171511325/67108864
0/1 94652422425/134217728 1200/1 94652422425/134217728
29263875975/33554432 0/1 29263875975/33554432 1200/1
64221243975/134217728 0/1 64221243975/134217728 1200/1
